id_1,nome_1,id_2,nome_2,distanza_km
F02,Farmacia Comunale 2 – Via Bologna,F12,Farmacia Forti – Corso Porta Reno,1.741
F02,Farmacia Comunale 2 – Via Bologna,F13,Farmacia Frizzi – Via Frizzi,0.354
F02,Farmacia Comunale 2 – Via Bologna,F14,Farmacia Mastellari – Via Ripagrande,2.428
F02,Farmacia Comunale 2 – Via Bologna,F15,Farmacia Mazzini – Piazza Mazzini,0.755
F02,Farmacia Comunale 2 – Via Bologna,F16,Farmacia Modonesi – Via Palestro,2.68
F02,Farmacia Comunale 2 – Via Bologna,F17,Farmacia Paolini – Via Porta San Pietro,1.809
F02,Farmacia Comunale 2 – Via Bologna,F18,Farmacia Raveri – Via Ravenna,3.13
F02,Farmacia Comunale 2 – Via Bologna,F19,Farmacia Riminaldi – Viale Cavour,1.379
F02,Farmacia Comunale 2 – Via Bologna,F20,Farmacia Rinaldi – Via Kennedy,0.782
F02,Farmacia Comunale 2 – Via Bologna,F21,Farmacia Rossi – Via Piangipane,2.374
F02,Farmacia Comunale 2 – Via Bologna,F22,Farmacia Samaritana – Piazza Ariostea,2.178
F02,Farmacia Comunale 2 – Via Bologna,F23,Farmacia Sant'Anna – Via Boschetto,0.82
F02,Farmacia Comunale 2 – Via Bologna,F24,Farmacia Scandurra – Via Porta Mare,1.407
F02,Farmacia Comunale 2 – Via Bologna,F25,Farmacia Tondini – Via Ferrarese,1.902
F02,Farmacia Comunale 2 – Via Bologna,F26,Farmacia Ventura – Via Pontegradella,1.672
F02,Farmacia Comunale 2 – Via Bologna,F27,Farmacia Vigna – Viale Risorgimento,1.112
F02,Farmacia Comunale 2 – Via Bologna,F28,Farmacia Zanella – Via Boccaleone,2.8
F03,Farmacia Comunale 3 – Via Modena,F04,Farmacia Andreotti – Corso Giovecca,2.151
F03,Farmacia Comunale 3 – Via Modena,F05,Farmacia Bagni – Via Garibaldi,1.683
F03,Farmacia Comunale 3 – Via Modena,F06,Farmacia Bonora – Via Cavour,1.842
F03,Farmacia Comunale 3 – Via Modena,F07,Farmacia Caleffi – Via Rampari,2.748
F03,Farmacia Comunale 3 – Via Modena,F08,Farmacia Casetti – Viale Po,1.821
F03,Farmacia Comunale 3 – Via Modena,F09,Farmacia Dallari – Via Ariosto,2.202
F03,Farmacia Comunale 3 – Via Modena,F10,Farmacia Del Dosso – Via Darsena,3.331
F03,Farmacia Comunale 3 – Via Modena,F11,Farmacia Fantoni – Via Comacchio,4.02
F03,Farmacia Comunale 3 – Via Modena,F12,Farmacia Forti – Corso Porta Reno,1.998
F03,Farmacia Comunale 3 – Via Modena,F13,Farmacia Frizzi – Via Frizzi,1.311
F03,Farmacia Comunale 3 – Via Modena,F14,Farmacia Mastellari – Via Ripagrande,2.685
F03,Farmacia Comunale 3 – Via Modena,F15,Farmacia Mazzini – Piazza Mazzini,1.214
F03,Farmacia Comunale 3 – Via Modena,F16,Farmacia Modonesi – Via Palestro,2.681
F03,Farmacia Comunale 3 – Via Modena,F17,Farmacia Paolini – Via Porta San Pietro,2.566
F03,Farmacia Comunale 3 – Via Modena,F18,Farmacia Raveri – Via Ravenna,2.867
F03,Farmacia Comunale 3 – Via Modena,F19,Farmacia Riminaldi – Viale Cavour,1.847
F03,Farmacia Comunale 3 – Via Modena,F20,Farmacia Rinaldi – Via Kennedy,0.872
F03,Farmacia Comunale 3 – Via Modena,F21,Farmacia Rossi – Via Piangipane,3.358
F03,Farmacia Comunale 3 – Via Modena,F22,Farmacia Samaritana – Piazza Ariostea,2.543
F03,Farmacia Comunale 3 – Via Modena,F23,Farmacia Sant'Anna – Via Boschetto,1.57
F03,Farmacia Comunale 3 – Via Modena,F24,Farmacia Scandurra – Via Porta Mare,1.608
F03,Farmacia Comunale 3 – Via Modena,F25,Farmacia Tondini – Via Ferrarese,2.941
F03,Farmacia Comunale 3 – Via Modena,F26,Farmacia Ventura – Via Pontegradella,0.806
F03,Farmacia Comunale 3 – Via Modena,F27,Farmacia Vigna – Viale Risorgimento,1.807
F03,Farmacia Comunale 3 – Via Modena,F28,Farmacia Zanella – Via Boccaleone,2.035
F04,Farmacia Andreotti – Corso Giovecca,F05,Farmacia Bagni – Via Garibaldi,0.512
F04,Farmacia Andreotti – Corso Giovecca,F06,Farmacia Bonora – Via Cavour,0.588
F04,Farmacia Andreotti – Corso Giovecca,F07,Farmacia Caleffi – Via Rampari,0.625
F04,Farmacia Andreotti – Corso Giovecca,F08,Farmacia Casetti – Viale Po,1.548
F04,Farmacia Andreotti – Corso Giovecca,F09,Farmacia Dallari – Via Ariosto,0.78
F04,Farmacia Andreotti – Corso Giovecca,F10,Farmacia Del Dosso – Via Darsena,1.261
F04,Farmacia Andreotti – Corso Giovecca,F11,Farmacia Fantoni – Via Comacchio,1.97
F04,Farmacia Andreotti – Corso Giovecca,F12,Farmacia Forti – Corso Porta Reno,0.52
F04,Farmacia Andreotti – Corso Giovecca,F13,Farmacia Frizzi – Via Frizzi,1.288
F04,Farmacia Andreotti – Corso Giovecca,F14,Farmacia Mastellari – Via Ripagrande,0.923
F04,Farmacia Andreotti – Corso Giovecca,F15,Farmacia Mazzini – Piazza Mazzini,0.969
F04,Farmacia Andreotti – Corso Giovecca,F16,Farmacia Modonesi – Via Palestro,1.413
F04,Farmacia Andreotti – Corso Giovecca,F17,Farmacia Paolini – Via Porta San Pietro,0.604
F04,Farmacia Andreotti – Corso Giovecca,F18,Farmacia Raveri – Via Ravenna,2.113
F04,Farmacia Andreotti – Corso Giovecca,F19,Farmacia Riminaldi – Viale Cavour,0.307
F04,Farmacia Andreotti – Corso Giovecca,F20,Farmacia Rinaldi – Via Kennedy,2.356
F04,Farmacia Andreotti – Corso Giovecca,F21,Farmacia Rossi – Via Piangipane,1.731
F04,Farmacia Andreotti – Corso Giovecca,F22,Farmacia Samaritana – Piazza Ariostea,0.612
F04,Farmacia Andreotti – Corso Giovecca,F23,Farmacia Sant'Anna – Via Boschetto,2.334
F04,Farmacia Andreotti – Corso Giovecca,F24,Farmacia Scandurra – Via Porta Mare,0.681
F04,Farmacia Andreotti – Corso Giovecca,F25,Farmacia Tondini – Via Ferrarese,1.685
F04,Farmacia Andreotti – Corso Giovecca,F26,Farmacia Ventura – Via Pontegradella,2.132
F04,Farmacia Andreotti – Corso Giovecca,F27,Farmacia Vigna – Viale Risorgimento,0.528
F04,Farmacia Andreotti – Corso Giovecca,F28,Farmacia Zanella – Via Boccaleone,2.654
F05,Farmacia Bagni – Via Garibaldi,F06,Farmacia Bonora – Via Cavour,0.297
F05,Farmacia Bagni – Via Garibaldi,F07,Farmacia Caleffi – Via Rampari,1.136
F05,Farmacia Bagni – Via Garibaldi,F08,Farmacia Casetti – Viale Po,1.52
F05,Farmacia Bagni – Via Garibaldi,F09,Farmacia Dallari – Via Ariosto,0.707
F05,Farmacia Bagni – Via Garibaldi,F10,Farmacia Del Dosso – Via Darsena,1.772
F05,Farmacia Bagni – Via Garibaldi,F11,Farmacia Fantoni – Via Comacchio,2.481
F05,Farmacia Bagni – Via Garibaldi,F12,Farmacia Forti – Corso Porta Reno,0.712
F05,Farmacia Bagni – Via Garibaldi,F13,Farmacia Frizzi – Via Frizzi,0.799
F05,Farmacia Bagni – Via Garibaldi,F14,Farmacia Mastellari – Via Ripagrande,1.343
F05,Farmacia Bagni – Via Garibaldi,F15,Farmacia Mazzini – Piazza Mazzini,0.473
F05,Farmacia Bagni – Via Garibaldi,F16,Farmacia Modonesi – Via Palestro,1.704
F05,Farmacia Bagni – Via Garibaldi,F17,Farmacia Paolini – Via Porta San Pietro,0.897
F05,Farmacia Bagni – Via Garibaldi,F18,Farmacia Raveri – Via Ravenna,2.304
F05,Farmacia Bagni – Via Garibaldi,F19,Farmacia Riminaldi – Viale Cavour,0.282
F05,Farmacia Bagni – Via Garibaldi,F20,Farmacia Rinaldi – Via Kennedy,1.844
F05,Farmacia Bagni – Via Garibaldi,F21,Farmacia Rossi – Via Piangipane,1.875
F05,Farmacia Bagni – Via Garibaldi,F22,Farmacia Samaritana – Piazza Ariostea,1.072
F05,Farmacia Bagni – Via Garibaldi,F23,Farmacia Sant'Anna – Via Boschetto,1.859
F05,Farmacia Bagni – Via Garibaldi,F24,Farmacia Scandurra – Via Porta Mare,0.547
F05,Farmacia Bagni – Via Garibaldi,F25,Farmacia Tondini – Via Ferrarese,1.659
F05,Farmacia Bagni – Via Garibaldi,F26,Farmacia Ventura – Via Pontegradella,1.79
F05,Farmacia Bagni – Via Garibaldi,F27,Farmacia Vigna – Viale Risorgimento,0.204
F05,Farmacia Bagni – Via Garibaldi,F28,Farmacia Zanella – Via Boccaleone,2.524
F06,Farmacia Bonora – Via Cavour,F07,Farmacia Caleffi – Via Rampari,1.166
F06,Farmacia Bonora – Via Cavour,F08,Farmacia Casetti – Viale Po,1.815
F06,Farmacia Bonora – Via Cavour,F09,Farmacia Dallari – Via Ariosto,0.42
F06,Farmacia Bonora – Via Cavour,F10,Farmacia Del Dosso – Via Darsena,1.811
F06,Farmacia Bonora – Via Cavour,F11,Farmacia Fantoni – Via Comacchio,2.512
F06,Farmacia Bonora – Via Cavour,F12,Farmacia Forti – Corso Porta Reno,0.948
F06,Farmacia Bonora – Via Cavour,F13,Farmacia Frizzi – Via Frizzi,0.745
F06,Farmacia Bonora – Via Cavour,F14,Farmacia Mastellari – Via Ripagrande,1.502
F06,Farmacia Bonora – Via Cavour,F15,Farmacia Mazzini – Piazza Mazzini,0.645
F06,Farmacia Bonora – Via Cavour,F16,Farmacia Modonesi – Via Palestro,1.932
F06,Farmacia Bonora – Via Cavour,F17,Farmacia Paolini – Via Porta San Pietro,0.738
F06,Farmacia Bonora – Via Cavour,F18,Farmacia Raveri – Via Ravenna,2.569
F06,Farmacia Bonora – Via Cavour,F19,Farmacia Riminaldi – Viale Cavour,0.502
F06,Farmacia Bonora – Via Cavour,F20,Farmacia Rinaldi – Via Kennedy,1.868
F06,Farmacia Bonora – Via Cavour,F21,Farmacia Rossi – Via Piangipane,1.606
F06,Farmacia Bonora – Via Cavour,F22,Farmacia Samaritana – Piazza Ariostea,1.2
F06,Farmacia Bonora – Via Cavour,F23,Farmacia Sant'Anna – Via Boschetto,1.759
F06,Farmacia Bonora – Via Cavour,F24,Farmacia Scandurra – Via Porta Mare,0.841
F06,Farmacia Bonora – Via Cavour,F25,Farmacia Tondini – Via Ferrarese,1.363
F06,Farmacia Bonora – Via Cavour,F26,Farmacia Ventura – Via Pontegradella,2.04
F06,Farmacia Bonora – Via Cavour,F27,Farmacia Vigna – Viale Risorgimento,0.096
F06,Farmacia Bonora – Via Cavour,F28,Farmacia Zanella – Via Boccaleone,2.818
F07,Farmacia Caleffi – Via Rampari,F08,Farmacia Casetti – Viale Po,1.807
F07,Farmacia Caleffi – Via Rampari,F09,Farmacia Dallari – Via Ariosto,1.194
F07,Farmacia Caleffi – Via Rampari,F10,Farmacia Del Dosso – Via Darsena,0.645
F07,Farmacia Caleffi – Via Rampari,F11,Farmacia Fantoni – Via Comacchio,1.351
F07,Farmacia Caleffi – Via Rampari,F12,Farmacia Forti – Corso Porta Reno,0.842
F07,Farmacia Caleffi – Via Rampari,F13,Farmacia Frizzi – Via Frizzi,1.898
F07,Farmacia Caleffi – Via Rampari,F14,Farmacia Mastellari – Via Ripagrande,0.649
F07,Farmacia Caleffi – Via Rampari,F15,Farmacia Mazzini – Piazza Mazzini,1.589
F07,Farmacia Caleffi – Via Rampari,F16,Farmacia Modonesi – Via Palestro,1.283
F07,Farmacia Caleffi – Via Rampari,F17,Farmacia Paolini – Via Porta San Pietro,0.718
F07,Farmacia Caleffi – Via Rampari,F18,Farmacia Raveri – Via Ravenna,2.054
F07,Farmacia Caleffi – Via Rampari,F19,Farmacia Riminaldi – Viale Cavour,0.909
F07,Farmacia Caleffi – Via Rampari,F20,Farmacia Rinaldi – Via Kennedy,2.98
F07,Farmacia Caleffi – Via Rampari,F21,Farmacia Rossi – Via Piangipane,1.736
F07,Farmacia Caleffi – Via Rampari,F22,Farmacia Samaritana – Piazza Ariostea,0.389
F07,Farmacia Caleffi – Via Rampari,F23,Farmacia Sant'Anna – Via Boschetto,2.924
F07,Farmacia Caleffi – Via Rampari,F24,Farmacia Scandurra – Via Porta Mare,1.18
F07,Farmacia Caleffi – Via Rampari,F25,Farmacia Tondini – Via Ferrarese,1.897
F07,Farmacia Caleffi – Via Rampari,F26,Farmacia Ventura – Via Pontegradella,2.634
F07,Farmacia Caleffi – Via Rampari,F27,Farmacia Vigna – Viale Risorgimento,1.127
F07,Farmacia Caleffi – Via Rampari,F28,Farmacia Zanella – Via Boccaleone,2.943
F08,Farmacia Casetti – Viale Po,F09,Farmacia Dallari – Via Ariosto,2.201
F08,Farmacia Casetti – Viale Po,F10,Farmacia Del Dosso – Via Darsena,2.126
F08,Farmacia Casetti – Viale Po,F11,Farmacia Fantoni – Via Comacchio,2.676
F08,Farmacia Casetti – Viale Po,F12,Farmacia Forti – Corso Porta Reno,1.04
F08,Farmacia Casetti – Viale Po,F13,Farmacia Frizzi – Via Frizzi,2.026
F08,Farmacia Casetti – Viale Po,F14,Farmacia Mastellari – Via Ripagrande,1.344
F08,Farmacia Casetti – Viale Po,F15,Farmacia Mazzini – Piazza Mazzini,1.475
F08,Farmacia Casetti – Viale Po,F16,Farmacia Modonesi – Via Palestro,1.0
F08,Farmacia Casetti – Viale Po,F17,Farmacia Paolini – Via Porta San Pietro,2.15
F08,Farmacia Casetti – Viale Po,F18,Farmacia Raveri – Via Ravenna,1.049
F08,Farmacia Casetti – Viale Po,F19,Farmacia Riminaldi – Viale Cavour,1.367
F08,Farmacia Casetti – Viale Po,F20,Farmacia Rinaldi – Via Kennedy,2.534
F08,Farmacia Casetti – Viale Po,F21,Farmacia Rossi – Via Piangipane,3.277
F08,Farmacia Casetti – Viale Po,F22,Farmacia Samaritana – Piazza Ariostea,1.432
F08,Farmacia Casetti – Viale Po,F23,Farmacia Sant'Anna – Via Boschetto,2.952
F08,Farmacia Casetti – Viale Po,F24,Farmacia Scandurra – Via Porta Mare,0.974
F08,Farmacia Casetti – Viale Po,F25,Farmacia Tondini – Via Ferrarese,3.16
F08,Farmacia Casetti – Viale Po,F26,Farmacia Ventura – Via Pontegradella,1.225
F08,Farmacia Casetti – Viale Po,F27,Farmacia Vigna – Viale Risorgimento,1.719
F08,Farmacia Casetti – Viale Po,F28,Farmacia Zanella – Via Boccaleone,1.137
F09,Farmacia Dallari – Via Ariosto,F10,Farmacia Del Dosso – Via Darsena,1.805
F09,Farmacia Dallari – Via Ariosto,F11,Farmacia Fantoni – Via Comacchio,2.474
F09,Farmacia Dallari – Via Ariosto,F12,Farmacia Forti – Corso Porta Reno,1.256
F09,Farmacia Dallari – Via Ariosto,F13,Farmacia Frizzi – Via Frizzi,0.973
F09,Farmacia Dallari – Via Ariosto,F14,Farmacia Mastellari – Via Ripagrande,1.679
F09,Farmacia Dallari – Via Ariosto,F15,Farmacia Mazzini – Piazza Mazzini,1.044
F09,Farmacia Dallari – Via Ariosto,F16,Farmacia Modonesi – Via Palestro,2.193
F09,Farmacia Dallari – Via Ariosto,F17,Farmacia Paolini – Via Porta San Pietro,0.549
F09,Farmacia Dallari – Via Ariosto,F18,Farmacia Raveri – Via Ravenna,2.881
F09,Farmacia Dallari – Via Ariosto,F19,Farmacia Riminaldi – Viale Cavour,0.841
F09,Farmacia Dallari – Via Ariosto,F20,Farmacia Rinaldi – Via Kennedy,2.102
F09,Farmacia Dallari – Via Ariosto,F21,Farmacia Rossi – Via Piangipane,1.191
F09,Farmacia Dallari – Via Ariosto,F22,Farmacia Samaritana – Piazza Ariostea,1.354
F09,Farmacia Dallari – Via Ariosto,F23,Farmacia Sant'Anna – Via Boschetto,1.838
F09,Farmacia Dallari – Via Ariosto,F24,Farmacia Scandurra – Via Porta Mare,1.231
F09,Farmacia Dallari – Via Ariosto,F25,Farmacia Tondini – Via Ferrarese,0.959
F09,Farmacia Dallari – Via Ariosto,F26,Farmacia Ventura – Via Pontegradella,2.454
F09,Farmacia Dallari – Via Ariosto,F27,Farmacia Vigna – Viale Risorgimento,0.504
F09,Farmacia Dallari – Via Ariosto,F28,Farmacia Zanella – Via Boccaleone,3.23
F10,Farmacia Del Dosso – Via Darsena,F11,Farmacia Fantoni – Via Comacchio,0.709
F10,Farmacia Del Dosso – Via Darsena,F12,Farmacia Forti – Corso Porta Reno,1.346
F10,Farmacia Del Dosso – Via Darsena,F13,Farmacia Frizzi – Via Frizzi,2.542
F10,Farmacia Del Dosso – Via Darsena,F14,Farmacia Mastellari – Via Ripagrande,0.782
F10,Farmacia Del Dosso – Via Darsena,F15,Farmacia Mazzini – Piazza Mazzini,2.212
F10,Farmacia Del Dosso – Via Darsena,F16,Farmacia Modonesi – Via Palestro,1.317
F10,Farmacia Del Dosso – Via Darsena,F17,Farmacia Paolini – Via Porta San Pietro,1.281
F10,Farmacia Del Dosso – Via Darsena,F18,Farmacia Raveri – Via Ravenna,2.048
F10,Farmacia Del Dosso – Via Darsena,F19,Farmacia Riminaldi – Viale Cavour,1.528
F10,Farmacia Del Dosso – Via Darsena,F20,Farmacia Rinaldi – Via Kennedy,3.615
F10,Farmacia Del Dosso – Via Darsena,F21,Farmacia Rossi – Via Piangipane,2.081
F10,Farmacia Del Dosso – Via Darsena,F22,Farmacia Samaritana – Piazza Ariostea,0.794
F10,Farmacia Del Dosso – Via Darsena,F23,Farmacia Sant'Anna – Via Boschetto,3.568
F10,Farmacia Del Dosso – Via Darsena,F24,Farmacia Scandurra – Via Porta Mare,1.728
F10,Farmacia Del Dosso – Via Darsena,F25,Farmacia Tondini – Via Ferrarese,2.376
F10,Farmacia Del Dosso – Via Darsena,F26,Farmacia Ventura – Via Pontegradella,3.124
F10,Farmacia Del Dosso – Via Darsena,F27,Farmacia Vigna – Viale Risorgimento,1.771
F10,Farmacia Del Dosso – Via Darsena,F28,Farmacia Zanella – Via Boccaleone,3.225
F11,Farmacia Fantoni – Via Comacchio,F12,Farmacia Forti – Corso Porta Reno,2.023
F11,Farmacia Fantoni – Via Comacchio,F13,Farmacia Frizzi – Via Frizzi,3.248
F11,Farmacia Fantoni – Via Comacchio,F14,Farmacia Mastellari – Via Ripagrande,1.376
F11,Farmacia Fantoni – Via Comacchio,F15,Farmacia Mazzini – Piazza Mazzini,2.918
F11,Farmacia Fantoni – Via Comacchio,F16,Farmacia Modonesi – Via Palestro,1.74
F11,Farmacia Fantoni – Via Comacchio,F17,Farmacia Paolini – Via Porta San Pietro,1.932
F11,Farmacia Fantoni – Via Comacchio,F18,Farmacia Raveri – Via Ravenna,2.347
F11,Farmacia Fantoni – Via Comacchio,F19,Farmacia Riminaldi – Viale Cavour,2.235
F11,Farmacia Fantoni – Via Comacchio,F20,Farmacia Rinaldi – Via Kennedy,4.324
F11,Farmacia Fantoni – Via Comacchio,F21,Farmacia Rossi – Via Piangipane,2.532
F11,Farmacia Fantoni – Via Comacchio,F22,Farmacia Samaritana – Piazza Ariostea,1.477
F11,Farmacia Fantoni – Via Comacchio,F23,Farmacia Sant'Anna – Via Boschetto,4.266
F11,Farmacia Fantoni – Via Comacchio,F24,Farmacia Scandurra – Via Porta Mare,2.412
F11,Farmacia Fantoni – Via Comacchio,F25,Farmacia Tondini – Via Ferrarese,2.925
F11,Farmacia Fantoni – Via Comacchio,F26,Farmacia Ventura – Via Pontegradella,3.76
F11,Farmacia Fantoni – Via Comacchio,F27,Farmacia Vigna – Viale Risorgimento,2.477
F11,Farmacia Fantoni – Via Comacchio,F28,Farmacia Zanella – Via Boccaleone,3.711
F12,Farmacia Forti – Corso Porta Reno,F13,Farmacia Frizzi – Via Frizzi,1.476
F12,Farmacia Forti – Corso Porta Reno,F14,Farmacia Mastellari – Via Ripagrande,0.708
F12,Farmacia Forti – Corso Porta Reno,F15,Farmacia Mazzini – Piazza Mazzini,0.993
F12,Farmacia Forti – Corso Porta Reno,F16,Farmacia Modonesi – Via Palestro,0.992
F12,Farmacia Forti – Corso Porta Reno,F17,Farmacia Paolini – Via Porta San Pietro,1.115
F12,Farmacia Forti – Corso Porta Reno,F18,Farmacia Raveri – Via Ravenna,1.628
F12,Farmacia Forti – Corso Porta Reno,F19,Farmacia Riminaldi – Viale Cavour,0.448
F12,Farmacia Forti – Corso Porta Reno,F20,Farmacia Rinaldi – Via Kennedy,2.394
F12,Farmacia Forti – Corso Porta Reno,F21,Farmacia Rossi – Via Piangipane,2.249
F12,Farmacia Forti – Corso Porta Reno,F22,Farmacia Samaritana – Piazza Ariostea,0.552
F12,Farmacia Forti – Corso Porta Reno,F23,Farmacia Sant'Anna – Via Boschetto,2.534
F12,Farmacia Forti – Corso Porta Reno,F24,Farmacia Scandurra – Via Porta Mare,0.392
F12,Farmacia Forti – Corso Porta Reno,F25,Farmacia Tondini – Via Ferrarese,2.192
F12,Farmacia Forti – Corso Porta Reno,F26,Farmacia Ventura – Via Pontegradella,1.798
F12,Farmacia Forti – Corso Porta Reno,F27,Farmacia Vigna – Viale Risorgimento,0.857
F12,Farmacia Forti – Corso Porta Reno,F28,Farmacia Zanella – Via Boccaleone,2.164
F13,Farmacia Frizzi – Via Frizzi,F14,Farmacia Mastellari – Via Ripagrande,2.139
F13,Farmacia Frizzi – Via Frizzi,F15,Farmacia Mazzini – Piazza Mazzini,0.555
F13,Farmacia Frizzi – Via Frizzi,F16,Farmacia Modonesi – Via Palestro,2.447
F13,Farmacia Frizzi – Via Frizzi,F17,Farmacia Paolini – Via Porta San Pietro,1.454
F13,Farmacia Frizzi – Via Frizzi,F18,Farmacia Raveri – Via Ravenna,2.96
F13,Farmacia Frizzi – Via Frizzi,F19,Farmacia Riminaldi – Viale Cavour,1.078
F13,Farmacia Frizzi – Via Frizzi,F20,Farmacia Rinaldi – Via Kennedy,1.136
F13,Farmacia Frizzi – Via Frizzi,F21,Farmacia Rossi – Via Piangipane,2.063
F13,Farmacia Frizzi – Via Frizzi,F22,Farmacia Samaritana – Piazza Ariostea,1.871
F13,Farmacia Frizzi – Via Frizzi,F23,Farmacia Sant'Anna – Via Boschetto,1.062
F13,Farmacia Frizzi – Via Frizzi,F24,Farmacia Scandurra – Via Porta Mare,1.184
F13,Farmacia Frizzi – Via Frizzi,F25,Farmacia Tondini – Via Ferrarese,1.63
F13,Farmacia Frizzi – Via Frizzi,F26,Farmacia Ventura – Via Pontegradella,1.775
F13,Farmacia Frizzi – Via Frizzi,F27,Farmacia Vigna – Viale Risorgimento,0.772
F13,Farmacia Frizzi – Via Frizzi,F28,Farmacia Zanella – Via Boccaleone,2.811
F14,Farmacia Mastellari – Via Ripagrande,F15,Farmacia Mazzini – Piazza Mazzini,1.692
F14,Farmacia Mastellari – Via Ripagrande,F16,Farmacia Modonesi – Via Palestro,0.637
F14,Farmacia Mastellari – Via Ripagrande,F17,Farmacia Paolini – Via Porta San Pietro,1.307
F14,Farmacia Mastellari – Via Ripagrande,F18,Farmacia Raveri – Via Ravenna,1.41
F14,Farmacia Mastellari – Via Ripagrande,F19,Farmacia Riminaldi – Viale Cavour,1.062
F14,Farmacia Mastellari – Via Ripagrande,F20,Farmacia Rinaldi – Via Kennedy,3.1
F14,Farmacia Mastellari – Via Ripagrande,F21,Farmacia Rossi – Via Piangipane,2.381
F14,Farmacia Mastellari – Via Ripagrande,F22,Farmacia Samaritana – Piazza Ariostea,0.328
F14,Farmacia Mastellari – Via Ripagrande,F23,Farmacia Sant'Anna – Via Boschetto,3.201
F14,Farmacia Mastellari – Via Ripagrande,F24,Farmacia Scandurra – Via Porta Mare,1.094
F14,Farmacia Mastellari – Via Ripagrande,F25,Farmacia Tondini – Via Ferrarese,2.496
F14,Farmacia Mastellari – Via Ripagrande,F26,Farmacia Ventura – Via Pontegradella,2.384
F14,Farmacia Mastellari – Via Ripagrande,F27,Farmacia Vigna – Viale Risorgimento,1.429
F14,Farmacia Mastellari – Via Ripagrande,F28,Farmacia Zanella – Via Boccaleone,2.448
F15,Farmacia Mazzini – Piazza Mazzini,F16,Farmacia Modonesi – Via Palestro,1.925
